Driver_ID,Driver_Name,City_ID,Trips_Completed,Vehicle_ID,Joined_since
201598,Vihaan Mishra,5,1717,652,16-03-2021
201599,Jiya Rawat,6,107,699,29-03-2020
201600,Zoya Reddy,1,670,607,02-08-2019
201601,Reyansh Khatri,4,1509,1139,21-06-2021
201602,Aditya Thakur,5,2268,26,16-07-2023
201603,Amit Tiwari,1,2394,712,27-06-2020
201604,Ishani Chahal,2,214,1106,02-11-2024
201605,Advait Malik,1,2287,627,25-12-2020
201606,Kunal Rao,1,2597,235,20-07-2021
201607,Sneha Agarwal,4,1570,1465,15-02-2021
201608,Kritika Sandhu,2,1995,99,25-10-2022
201609,Siya Dutta,5,2368,877,07-01-2021
201610,Aavya Prasad,3,1011,1394,05-12-2020
201611,Dev Menon,1,2537,1140,06-11-2024
201612,Vivaan Grewal,4,391,815,14-08-2020
201613,Ranbir Chauhan,5,1100,382,14-11-2022
201614,Afreen Khatri,2,378,499,20-09-2019
201615,Siddharth Randhawa,1,2622,1100,21-05-2021
201616,Kartik Gautam,2,118,131,03-02-2020
201617,Sameer Awasthi,1,2971,684,22-07-2019
201618,Anvi Puri,5,2541,976,02-10-2023
201619,Tanu Lodi,4,822,1491,24-05-2022
201620,Amara Gautam,2,2463,1078,14-01-2024
201621,Jiya Malik,3,321,975,25-04-2022
201622,Laksh Chatterjee,4,1735,944,04-08-2023
201623,Varun Warraich,2,2272,145,23-02-2024
201624,Inaya Sood,4,2801,1038,29-10-2021
201625,Saanvi Deshmukh,1,2262,1022,03-07-2021
201626,Hrithik Patel,6,951,523,21-01-2021
201627,Meher Singh,5,1253,988,27-11-2023
201628,Vivaan Verma,3,1824,597,11-10-2024
201629,Prisha Dahiya,1,231,777,01-06-2021
201630,Ranveer Grover,6,2409,13,22-08-2021
201631,Preeti Jakhar,3,1898,70,04-03-2022
201632,Kabir Saxena,6,1585,172,19-10-2023
201633,Afreen Awasthi,2,1752,1017,18-11-2024
201634,Arav Shetty,5,2233,197,23-04-2024
201635,Reyansh Yadav,4,1612,805,26-02-2021
201636,Vivaan Deol,5,985,692,20-07-2019
201637,Ananya Vats,1,371,954,29-12-2022
201638,Saanvi Gautam,4,2640,498,18-09-2019
201639,Zunaira Dubey,1,434,1135,19-10-2020
201640,Aadhya Sahay,2,308,1061,17-10-2023
201641,Aaryan Grover,2,587,878,12-05-2021
201642,Aaryan Yadav,5,2406,1208,11-02-2020
201643,Rudra Trivedi,5,2110,1175,15-08-2024
201644,Vihaan Pandey,1,1903,831,28-05-2023
201645,Tanu Kapoor,4,2109,1246,10-11-2022
201646,Laksh Kohli,6,2403,79,24-04-2021
201647,Kiara Bajpai,4,2433,1381,29-09-2022
201648,Kabir Nair,2,944,194,13-10-2020
201649,Sneha Awasthi,6,2286,1159,26-07-2022
201650,Kritika Sekhon,1,2856,647,21-01-2020
201651,Raghav Dubey,4,1923,533,02-05-2022
201652,Isha Kaushik,6,290,490,04-08-2022
201653,Anjali Verma,3,1991,820,26-01-2024
201654,Aditya Sangwan,4,2608,1206,02-09-2020
201655,Samarth Sehrawat,2,1364,1082,21-05-2020
201656,Sai Warraich,3,1634,361,11-12-2020
201657,Kavya Dagar,5,2440,602,01-11-2021
201658,Rajesh Mann,5,302,1328,01-04-2021
201659,Agastya Kaushik,2,1269,273,09-01-2021
201660,Navya Bansal,5,48,1255,10-10-2019
201661,Anjali Sood,2,2377,1309,26-07-2024
201662,Sunita Malik,3,38,221,27-03-2024
201663,Sana Pathak,2,828,1165,28-10-2023
201664,Kritika Pillai,2,511,60,20-03-2023
201665,Rajesh Pillai,2,958,118,03-12-2020
201666,Anika Sekhon,4,687,678,28-08-2020
201667,Ananya Goswami,1,1247,917,07-06-2024
201668,Anvi Dubey,4,1671,501,03-04-2023
201669,Vikram Goswami,1,2465,1038,10-01-2020
201670,Deepak Malik,2,2545,802,04-12-2023
201671,Vihaan Deol,3,2067,1308,27-03-2020
201672,Sneha Kadian,1,460,925,29-04-2022
201673,Shaurya Thakur,6,537,991,05-06-2024
201674,Rudra Thakur,4,164,1,01-08-2024
201675,Kaira Bhardwaj,2,2239,429,27-06-2022
201676,Shanaya Suri,4,807,856,16-08-2019
201677,Jiya Negi,5,725,799,14-01-2021
201678,Zoya Tyagi,1,1790,493,06-08-2022
201679,Vihaan Bose,2,1568,160,23-02-2023
201680,Anjali Sood,3,1061,23,28-07-2021
201681,Vanya Kulkarni,3,182,743,16-02-2020
201682,Shanaya Reddy,3,2567,1227,14-05-2021
201683,Anshika Lodi,3,1586,1332,25-05-2023
201684,Preeti Banerjee,6,2259,533,28-09-2024
201685,Manan Lodi,1,1761,295,01-03-2022
201686,Sara Grover,2,1848,739,25-03-2021
201687,Yuvraj Menon,3,63,369,27-12-2023
201688,Deepak Sekhon,2,314,394,13-12-2020
201689,Diya Trivedi,6,899,1213,15-03-2020
201690,Dhruv Mishra,3,732,676,08-12-2021
201691,Raghav Saxena,1,314,1498,27-07-2021
201692,Navya Kaur,1,1559,954,14-04-2021
201693,Sunita Kohli,6,667,1331,26-01-2023
201694,Ayush Bajwa,1,1887,82,04-10-2020
201695,Samarth Jakhar,2,1659,438,09-07-2023
201696,Raghav Trivedi,3,1147,473,08-04-2022
201697,Anshika Chahal,6,446,76,20-12-2019
201698,Advait Phogat,6,1561,936,02-12-2021
201699,Afreen Mahajan,1,1274,123,08-10-2021
201700,Sara Sood,3,1993,405,14-04-2021
201701,Zoya Hooda,4,1936,1307,25-10-2022
201702,Preeti Sinha,1,1390,1212,01-06-2022
201703,Riya Thakur,4,1945,38,02-10-2022
201704,Krishna Negi,4,2336,180,24-01-2023
201705,Sana Sangwan,3,882,408,02-08-2019
201706,Sai Kaur,3,1434,904,04-10-2024
201707,Anshika Verma,1,79,524,10-01-2021
201708,Aryan Phogat,2,2416,711,03-06-2022
201709,Aryan Verma,4,2849,238,08-07-2021
201710,Daksh Deshmukh,2,2371,1295,21-12-2022
201711,Aavya Sharma,1,2578,1350,22-07-2021
201712,Laksh Shukla,6,2416,977,29-08-2021
201713,Amit Tiwari,6,1808,883,28-10-2019
201714,Ishaan Taneja,2,2569,1465,25-08-2024
201715,Aryan Dhillon,3,1432,986,20-09-2021
201716,Vanya Bose,3,2045,975,21-02-2020
201717,Sanjay Rawat,2,1929,1143,31-12-2022
201718,Tanu Iyer,6,1752,962,30-07-2023
201719,Kyra Thakur,2,1762,787,14-04-2022
201720,Navya Warraich,3,389,1003,31-03-2024
201721,Ayaan Banerjee,2,2708,632,09-04-2024
201722,Zunaira Dhanda,1,1354,809,04-05-2021
201723,Kritika Tiwari,3,2898,979,26-04-2022
201724,Kyra Banerjee,6,776,521,25-01-2022
201725,Sunita Deswal,5,2057,857,22-09-2024
201726,Kunal Taneja,2,10,1213,11-01-2020
201727,Kartik Dutta,1,2985,1280,15-01-2023
201728,Ananya Chatterjee,1,1029,1216,14-05-2022
201729,Sneha Chauhan,6,1540,397,12-01-2024
201730,Vihaan Kohli,5,2842,329,26-03-2020
201731,Kavya Sandhu,2,1706,891,06-04-2024
201732,Sunita Sekhon,1,1110,462,22-11-2024
201733,Tanu Sekhon,5,1463,26,24-07-2023
201734,Varun Iyer,6,734,482,10-04-2023
201735,Isha Pandey,6,1925,1283,07-05-2024
201736,Kavya Jain,3,630,72,06-08-2019
201737,Krishna Bahl,6,735,1086,27-04-2022
201738,Amit Pandey,4,2666,1042,15-05-2022
201739,Abhimanyu Solanki,4,2822,1227,04-11-2020
201740,Kavya Sahay,2,51,616,12-02-2024
201741,Mishti Malhotra,5,689,1414,27-09-2021
201742,Shaurya Garg,6,2086,75,17-12-2022
201743,Anika Pandey,5,1682,412,05-07-2024
201744,Anshika Chatterjee,2,1040,1207,23-08-2024
201745,Saanvi Rawat,1,2087,1094,30-05-2023
201746,Atharv Menon,1,1728,731,09-01-2022
201747,Dhruv Lamba,2,553,1029,27-12-2023
201748,Reyansh Garg,5,614,248,01-09-2022
201749,Reyansh Joshi,4,2168,295,07-01-2021
201750,Navya Deshmukh,5,2839,1135,25-12-2021
201751,Navya Goswami,5,860,887,09-11-2021
201752,Aadhya Goswami,3,642,325,21-06-2020
201753,Shanaya Mahajan,4,2615,692,13-11-2020
201754,Tanu Warraich,1,2626,1037,25-04-2020
201755,Ayaan Banerjee,3,621,951,21-03-2024
201756,Naina Lamba,2,961,831,22-06-2024
201757,Ishan Khatri,4,2845,733,16-07-2019
201758,Krishna Khatri,4,1801,689,20-02-2020
201759,Riddhima Rao,3,2555,908,01-11-2023
201760,Rajesh Brar,1,1481,657,17-08-2022
201761,Aadhya Bhardwaj,2,2863,1082,07-04-2020
201762,Aryan Randhawa,6,1124,1396,09-07-2024
201763,Anjali Sandhu,6,2779,1413,11-09-2022
201764,Laksh Jain,5,224,270,14-03-2024
201765,Dhruv Mann,3,261,319,20-04-2023
201766,Myra Bhardwaj,1,2537,842,09-06-2024
201767,Kiaan Chahal,4,1620,1203,09-08-2020
201768,Sana Kapoor,4,347,1481,13-10-2022
201769,Jiya Singh,2,2174,1415,21-05-2020
201770,Kiara Awasthi,5,2619,833,03-10-2021
201771,Shanaya Gautam,2,126,999,29-11-2021
201772,Vivaan Shah,5,2216,568,26-11-2022
201773,Naina Awasthi,6,2026,829,01-07-2023
201774,Sai Saxena,6,2334,309,20-07-2022
201775,Rajesh Dutta,3,1182,1138,03-03-2022
201776,Anika Mann,5,2620,1338,02-12-2023
201777,Nandini Sandhu,6,1253,814,03-09-2019
201778,Manan Bhardwaj,4,351,772,03-06-2024
201779,Navya Choudhury,4,888,537,03-08-2022
201780,Yuvraj Bajwa,6,2414,1021,10-10-2023
201781,Diya Patel,4,2232,971,26-04-2024
201782,Prisha Bahl,6,1582,974,02-05-2020
201783,Nandini Joshi,5,2113,1255,10-04-2024
201784,Ishani Pillai,3,1434,297,13-06-2023
201785,Afreen Mann,6,475,1484,23-05-2020
201786,Navya Brar,2,1656,486,21-12-2022
201787,Dev Chahal,4,2056,617,09-06-2020
201788,Abhimanyu Sinha,5,1029,994,15-03-2022
201789,Bani Dixit,5,2204,533,23-07-2020
201790,Ranveer Chatterjee,3,1931,328,22-05-2023
201791,Vanya Malik,5,900,476,16-12-2019
201792,Sameer Dutta,5,229,233,26-11-2019
201793,Arush Awasthi,4,2656,138,03-07-2023
201794,Arjun Hooda,3,1593,233,05-12-2021
201795,Amara Khan,6,2301,1065,27-03-2023
201796,Zoya Joshi,2,1910,195,02-05-2023
201797,Samarth Rao,1,2914,1151,25-04-2024
201798,Vihaan Sehrawat,3,2537,43,09-11-2023
201799,Ayaan Mishra,6,893,512,05-07-2024
201800,Hrithik Punia,4,1999,913,24-02-2021
201801,Riddhima Bahl,1,761,957,27-04-2023
201802,Zoya Randhawa,5,977,860,16-11-2024
201803,Kiara Agarwal,6,880,1272,14-04-2021
201804,Arav Sangwan,5,1061,1050,24-04-2023
201805,Prisha Deswal,4,385,241,15-08-2023
201806,Kaira Bajwa,6,1235,1314,27-11-2024
201807,Prisha Bajwa,1,576,305,03-11-2020
201808,Aditya Dhanda,3,992,637,29-01-2021
201809,Vihaan Bajwa,4,2784,56,15-11-2021
201810,Mishti Dixit,4,921,1495,09-12-2023
201811,Kiran Kulkarni,5,966,263,15-06-2024
201812,Dev Kaushik,3,1258,708,14-04-2022
201813,Gia Kapoor,1,2528,1462,12-01-2024
201814,Avni Awasthi,3,414,1222,12-08-2020
201815,Zara Sandhu,3,840,827,13-02-2021
201816,Manan Chahal,1,770,1199,25-12-2022
201817,Kritika Nair,5,2911,392,16-12-2022
201818,Sai Chauhan,2,2232,715,20-08-2023
201819,Mishti Grover,1,2660,355,14-04-2024
201820,Pari Menon,5,896,48,29-04-2021
201821,Deepak Punia,3,2130,1259,31-05-2023
201822,Sanjay Gill,4,2797,1135,09-12-2022
201823,Prisha Chahal,5,1602,480,25-06-2021
201824,Advait Bajpai,6,1450,669,09-08-2024
201825,Ishan Thakur,1,2934,654,25-10-2019
201826,Diya Chaturvedi,5,1245,1402,09-12-2023
201827,Gia Punia,5,378,1210,02-06-2024
201828,Rajesh Trivedi,5,115,1307,30-01-2021
201829,Ishita Chauhan,2,254,1051,12-04-2020
201830,Aadhya Menon,1,9,1150,27-04-2024
201831,Kabir Negi,3,1546,1188,27-10-2022
201832,Sai Deol,2,11,1278,02-08-2022
201833,Riddhima Bajpai,5,545,139,21-09-2020
201834,Pooja Choudhury,1,1323,1234,17-09-2023
201835,Dev Kaur,5,1945,671,01-02-2021
201836,Ishan Khan,5,568,672,17-07-2020
201837,Zara Dahiya,1,1365,1133,20-01-2023
201838,Zunaira Bahl,3,2410,642,25-08-2020
201839,Sameer Bhardwaj,2,1537,857,31-01-2023
201840,Yuvraj Deswal,2,2150,514,08-08-2022
201841,Mishti Sangwan,5,338,228,16-04-2022
201842,Arav Joshi,1,2723,883,18-05-2021
201843,Pari Negi,1,1035,710,06-06-2020
201844,Amit Tiwari,1,2347,291,27-03-2021
201845,Ayaan Agarwal,3,969,665,30-12-2020
201846,Riya Gupta,4,1712,1442,28-09-2020
201847,Diya Reddy,4,137,1267,20-07-2023
201848,Dev Chahal,5,673,177,25-07-2020
201849,Kiaan Gupta,5,1857,290,28-07-2020
201850,Manan Dutta,4,636,171,02-12-2020
201851,Sameer Rawat,5,378,173,19-03-2024
201852,Laksh Dutta,3,1369,1415,10-09-2020
201853,Pari Shukla,1,349,135,06-01-2020
201854,Deepak Hooda,3,877,710,26-09-2021
201855,Zara Negi,2,2519,17,04-07-2022
201856,Krishna Sinha,4,1235,1497,23-04-2024
201857,Shanaya Dhillon,6,137,515,25-02-2023
201858,Anshika Goel,4,396,211,23-07-2023
201859,Amit Tiwari,4,2490,495,26-07-2021
201860,Hrithik Shukla,3,2720,1102,16-05-2022
201861,Amit Gill,1,2878,474,07-04-2021
201862,Inaya Deshmukh,4,141,1375,07-06-2022
201863,Zoya Mehra,3,159,1171,12-01-2023
201864,Yuvraj Tiwari,1,14,350,28-11-2021
201865,Vivaan Sehrawat,2,2038,805,24-06-2023
201866,Atharv Bajwa,6,1543,273,24-12-2020
201867,Vihaan Solanki,2,837,541,27-01-2024
201868,Mishti Iyer,2,1532,1478,05-04-2020
201869,Anika Malik,3,1825,393,17-04-2023
201870,Sneha Sood,5,586,769,31-07-2021
201871,Ayush Kaur,1,2238,190,19-08-2023
201872,Kavya Bhardwaj,2,2397,469,26-01-2024
201873,Ishan Shah,5,1022,254,23-07-2023
201874,Meher Vats,5,2560,1287,23-11-2021
201875,Sana Kadian,2,956,1471,08-11-2024
201876,Kiran Tyagi,5,2538,705,11-11-2021
201877,Diya Goel,6,604,725,11-06-2023
201878,Zara Sekhon,1,719,338,15-11-2024
201879,Tanu Bajwa,2,1288,1195,26-07-2019
201880,Krishna Sinha,6,1774,217,18-04-2023
201881,Advait Malik,6,2958,95,26-08-2024
201882,Sunita Shah,6,1251,715,01-07-2024
201883,Reyansh Jain,6,809,62,14-09-2024
201884,Anvi Kapoor,5,930,1448,27-10-2023
201885,Sneha Dutta,1,1837,1057,02-09-2020
201886,Anshika Sinha,2,560,1495,22-11-2024
201887,Dhruv Kadian,3,2331,520,21-10-2019
201888,Vihaan Deshmukh,2,2765,1238,08-03-2021
201889,Jiya Iyer,4,1230,516,30-06-2020
201890,Myra Rawat,3,2467,14,15-10-2021
201891,Krishna Dubey,1,272,1377,24-08-2021
201892,Kaira Choudhury,5,2691,679,15-11-2022
201893,Arav Iyer,2,2763,1214,11-07-2022
201894,Shaurya Sekhon,3,1967,205,10-07-2023
201895,Sunita Menon,4,1849,1421,11-10-2022
201896,Anshika Awasthi,5,1966,526,09-10-2019
201897,Kaira Virk,1,21,27,13-09-2021
201898,Pooja Gautam,2,1082,727,01-07-2022
201899,Vivaan Kulkarni,3,363,529,29-02-2024
201900,Ranbir Prasad,5,1703,955,14-01-2022
201901,Vanya Brar,1,2687,215,19-06-2024
201902,Vivaan Tiwari,4,1185,867,02-12-2019
201903,Anshika Jakhar,2,2640,781,31-10-2020
201904,Aavya Khan,2,158,1476,06-06-2021
201905,Vikram Kohli,1,1236,1031,06-09-2024
201906,Hrithik Thakur,6,367,833,12-06-2023
201907,Ishant Negi,3,2975,759,29-05-2023
201908,Rajesh Deswal,6,1375,334,18-07-2024
201909,Jiya Chahal,5,438,187,05-03-2023
201910,Aarav Sharma,6,1426,1331,08-06-2021
201911,Vikram Gupta,5,1472,731,03-08-2024
201912,Deepak Sood,4,2384,1257,29-03-2024
201913,Anshika Agarwal,2,1515,1326,19-07-2024
201914,Jiya Pathak,6,2443,88,17-02-2022
201915,Kartik Agarwal,6,690,563,16-02-2020
201916,Vivaan Rawat,6,1889,1160,14-10-2021
201917,Sara Randhawa,6,2264,233,17-05-2024
201918,Anjali Sinha,4,1667,732,03-09-2020
201919,Ranveer Deol,4,2914,1002,01-05-2023
201920,Kartik Jakhar,3,2465,90,23-04-2024
201921,Arush Chauhan,1,1731,22,21-11-2023
201922,Deepak Kaur,6,1113,29,17-11-2020
201923,Arush Randhawa,4,2072,281,05-01-2023
201924,Anvi Khatri,1,1002,138,07-11-2023
201925,Nandini Tiwari,2,2916,577,03-05-2020
201926,Afreen Sangwan,2,2351,640,12-05-2024
201927,Manan Shukla,4,2012,771,14-02-2021
201928,Sneha Banerjee,6,128,1074,06-07-2022
201929,Ayush Gupta,5,2503,1335,28-04-2022
201930,Riya Pandey,1,1091,1223,11-06-2024
201931,Zara Goswami,2,1887,764,01-09-2019
201932,Advait Nair,2,1870,1247,12-01-2023
201933,Riddhima Pandey,6,229,1423,23-01-2020
201934,Varun Oza,6,858,519,07-11-2019
201935,Kyra Sandhu,6,655,1460,15-03-2021
201936,Kabir Bhatt,2,866,868,07-10-2020
201937,Rahul Rao,1,2193,1149,14-05-2024
201938,Samarth Chahal,6,2907,116,13-11-2020
201939,Anjali Agarwal,2,1896,895,23-08-2024
201940,Abhimanyu Jakhar,4,1414,1267,23-09-2022
201941,Riddhima Dahiya,3,2456,641,22-09-2022
201942,Ishant Thakur,4,825,583,08-08-2022
201943,Pari Mishra,2,347,986,30-08-2022
201944,Vanya Dubey,3,1934,179,07-06-2023
201945,Afreen Warraich,5,1386,1091,01-09-2023
201946,Kyra Oza,1,2371,810,21-02-2023
201947,Sana Agarwal,3,516,838,24-12-2022
201948,Pari Singh,3,1525,914,12-08-2024
201949,Preeti Yadav,3,75,923,12-10-2020
201950,Aarav Hooda,3,1242,934,11-04-2022
201951,Pari Dagar,4,877,32,12-01-2020
201952,Isha Hooda,5,1266,1471,09-02-2022
201953,Ranveer Virk,2,1197,813,19-02-2022
201954,Siya Shukla,2,2840,887,21-11-2023
201955,Laksh Prasad,1,632,1233,22-01-2022
201956,Arush Joshi,5,182,322,16-10-2020
201957,Anika Bhardwaj,1,148,1430,07-09-2024
201958,Riddhima Thakur,4,2958,799,19-10-2021
201959,Gia Bajwa,1,1975,625,07-08-2021
201960,Afreen Garg,4,1282,899,02-04-2022
201961,Rudra Rawat,5,2064,251,21-02-2021
201962,Nandini Suri,1,253,713,24-10-2019
201963,Ranveer Oza,6,1623,786,14-11-2024
201964,Amit Chauhan,6,1857,1004,18-09-2023
201965,Kaira Sidhu,3,578,1302,16-12-2021
201966,Samarth Sangwan,1,2568,186,28-11-2024
201967,Aavya Trivedi,6,1462,1391,23-10-2022
201968,Rajesh Thakur,3,723,725,22-08-2022
201969,Anika Sekhon,4,2634,113,03-02-2023
201970,Kavya Pandey,3,2016,778,03-10-2024
201971,Amit Dutta,1,2232,152,16-03-2023
201972,Advait Goel,6,742,657,18-09-2022
201973,Laksh Yadav,6,2003,373,13-01-2021
201974,Kiara Pillai,4,1612,148,06-06-2024
201975,Ishani Tyagi,3,2099,933,04-11-2021
201976,Arush Patel,2,2482,959,21-10-2024
201977,Vivaan Virk,1,1461,1063,06-11-2024
201978,Pooja Dagar,1,160,770,09-04-2024
201979,Saanvi Deshmukh,4,2647,495,25-06-2023
201980,Avni Tyagi,3,1135,1160,15-08-2020
201981,Yuvraj Malik,5,2226,102,23-03-2024
201982,Zara Joshi,4,2148,368,16-01-2020
201983,Ayush Tripathi,2,1125,762,07-03-2023
201984,Sameer Kulkarni,6,2206,418,16-03-2023
201985,Kavya Tyagi,1,1994,127,08-11-2022
201986,Sneha Lamba,2,2916,594,28-09-2019
201987,Vikram Deshmukh,4,1665,54,15-04-2021
201988,Sunita Chauhan,2,1894,964,28-04-2023
201989,Nandini Shetty,3,1542,1073,22-10-2022
201990,Ayush Bose,5,2081,1081,10-04-2020
201991,Ayush Khan,1,2723,1137,02-04-2022
201992,Navya Rathee,2,2847,1267,04-04-2020
201993,Ishaan Dixit,1,2457,1412,06-07-2021
201994,Madhav Khan,6,1334,582,06-11-2024
201995,Nandini Virk,4,1468,149,17-08-2024
201996,Kritika Kaur,1,746,326,26-08-2022
201997,Bani Negi,4,273,33,03-11-2024
201998,Aadhya Kadian,2,2602,1417,26-09-2023
201999,Ranbir Kadian,4,566,1179,27-04-2021
202000,Vikram Warraich,1,2858,326,29-05-2021
202001,Vanya Randhawa,6,1335,542,22-07-2024
202002,Zunaira Chatterjee,4,2026,294,23-01-2021
202003,Aavya Mann,1,260,1,10-01-2023
202004,Pari Sandhu,2,510,1223,17-01-2021
202005,Aadhya Bahl,2,302,189,16-06-2022
202006,Sneha Jakhar,2,1499,1020,01-09-2023
202007,Mishti Sinha,5,1007,263,31-12-2022
202008,Sneha Shukla,3,615,68,15-04-2021
202009,Shaurya Mishra,3,2122,1223,21-11-2024
202010,Ayaan Goswami,4,1099,1045,02-09-2024
202011,Prisha Mehra,3,1675,1031,04-11-2021
202012,Zunaira Rathee,3,365,1263,03-03-2020
202013,Sameer Lodi,4,192,1428,17-10-2020
202014,Atharv Thakur,1,2341,17,10-02-2022
202015,Vanya Mishra,2,2058,435,03-02-2024
202016,Aarya Lamba,6,1505,962,18-04-2023
202017,Aaryan Warraich,3,1846,182,29-06-2023
202018,Anika Brar,4,679,603,05-08-2020
202019,Dev Sood,6,1787,529,14-04-2023
202020,Atharv Dhanda,4,2016,839,11-10-2020
202021,Ishani Virk,2,683,609,28-03-2023
202022,Arjun Taneja,4,2248,1028,03-05-2021
202023,Aavya Oza,5,940,1116,09-04-2023
202024,Riddhima Menon,3,1300,30,09-07-2020
202025,Sunita Tiwari,2,1217,32,23-03-2023
202026,Meher Awasthi,2,2207,91,13-07-2022
202027,Kavya Rao,4,2952,1291,17-12-2023
202028,Sana Pandey,6,745,389,18-11-2021
202029,Zunaira Verma,2,2876,85,20-09-2020
202030,Anvi Brar,4,542,879,16-10-2021
202031,Vihaan Grewal,2,2771,976,14-11-2020
202032,Ananya Virk,3,1330,428,27-04-2021
202033,Ishan Sidhu,1,433,61,02-10-2021
202034,Varun Garg,2,2091,871,30-07-2020
202035,Ishan Sinha,4,148,1207,07-06-2020
202036,Ayush Punia,1,1751,1267,08-12-2023
202037,Saanvi Yadav,2,2423,1117,30-06-2024
202038,Riya Nair,1,2973,764,07-02-2020
202039,Nandini Reddy,4,2257,174,29-06-2021
202040,Mishti Puri,3,816,92,14-01-2021
202041,Sameer Rathee,3,1213,1126,25-12-2021
202042,Riya Singh,3,1263,316,05-01-2024
202043,Sara Rathee,3,1475,1013,23-03-2023
202044,Anvi Sharma,5,2568,941,14-09-2022
202045,Anjali Bahl,5,2068,378,19-01-2023
202046,Laksh Taneja,3,1236,497,21-09-2019
202047,Aadhya Rawat,5,2837,218,05-06-2024
202048,Inaya Dagar,6,966,1282,17-08-2023
202049,Kaira Agarwal,5,1733,1334,18-08-2019
202050,Ayush Khatri,4,2851,886,20-01-2022
202051,Varun Saxena,3,2687,1243,17-10-2022
202052,Kabir Rao,6,543,977,11-02-2024
202053,Anika Dhanda,4,2137,1073,21-03-2023
202054,Ishita Singh,3,319,661,30-06-2023
202055,Ayush Sood,1,327,1398,24-08-2023
202056,Reyansh Menon,5,44,1159,05-08-2023
202057,Naina Sharma,2,2080,1293,22-07-2023
202058,Advait Singh,1,82,142,28-10-2022
202059,Dhruv Kadian,6,1914,481,19-10-2022
202060,Kabir Shetty,2,731,759,27-01-2023
202061,Kavya Deshmukh,1,1377,1116,13-04-2022
202062,Dev Sandhu,6,238,958,06-11-2022
202063,Kyra Prasad,6,1465,779,27-08-2020
202064,Kabir Dubey,4,148,1483,22-10-2024
202065,Raghav Agarwal,6,1988,781,30-09-2022
202066,Zunaira Sandhu,4,1021,1221,24-11-2023
202067,Ranbir Nair,1,325,1093,04-01-2024
202068,Dhruv Kapoor,6,1113,53,12-03-2023
202069,Hrithik Malhotra,5,964,965,13-07-2023
202070,Anika Rathee,2,1057,771,13-03-2021
202071,Jiya Thakur,1,2258,482,03-07-2020
202072,Sana Dubey,3,2816,1204,12-01-2022
202073,Ayaan Bansal,2,1503,1465,29-06-2020
202074,Kaira Tyagi,5,1665,759,14-05-2022
202075,Raghav Dahiya,4,1586,1339,09-11-2023
202076,Siya Reddy,1,1126,917,10-09-2021
202077,Aditya Patel,4,430,1367,11-10-2020
202078,Atharv Choudhury,2,1387,19,22-09-2021
202079,Advait Kadian,5,25,149,09-02-2023
202080,Krishna Khan,5,1783,755,15-08-2024
202081,Daksh Dagar,2,380,1194,25-11-2020
202082,Yuvraj Banerjee,2,55,1376,07-04-2022
202083,Kavya Deol,6,64,1085,03-08-2022
202084,Riya Iyer,2,2117,1263,25-05-2021
202085,Ranbir Singh,2,1648,575,16-02-2021
202086,Sameer Chatterjee,4,2734,760,20-12-2019
202087,Reyansh Dutta,5,639,648,19-09-2019
202088,Arush Sidhu,6,286,1446,04-03-2020
202089,Prisha Sandhu,2,2218,620,17-06-2022
202090,Ayaan Nair,5,1048,113,15-07-2023
202091,Rajesh Malhotra,2,1394,476,25-07-2019
202092,Hrithik Jain,1,1138,101,01-05-2024
202093,Zunaira Reddy,5,2698,407,04-08-2019
202094,Zoya Dutta,6,884,174,24-06-2020
202095,Sneha Hooda,6,2884,1256,05-06-2023
202096,Jiya Tiwari,5,693,342,01-10-2020
202097,Aditya Vats,3,25,1188,28-01-2024
202098,Riya Oza,1,240,48,12-12-2021
202099,Rajesh Kadian,3,1935,375,12-06-2021
202100,Amara Sidhu,1,510,1418,01-06-2022
202101,Shaurya Mishra,3,274,1404,15-05-2023
202102,Navya Jakhar,2,1395,744,15-07-2023
202103,Hrithik Dixit,5,2287,220,19-01-2024
202104,Madhav Bajpai,3,1605,537,18-01-2021
202105,Ananya Iyer,2,282,1341,24-04-2022
202106,Ayush Bahl,3,797,973,15-10-2024
202107,Arav Mehra,5,2847,83,02-11-2021
202108,Naina Dagar,6,1976,1390,16-03-2024
202109,Madhav Reddy,6,294,644,11-12-2023
202110,Siddharth Gupta,2,1504,984,17-06-2024
202111,Daksh Bansal,1,456,1324,09-08-2024
202112,Manan Bajwa,6,2064,1150,27-06-2022
202113,Arjun Brar,1,2722,1352,02-11-2022
202114,Hrithik Pandey,4,604,285,13-07-2019
202115,Ishant Tiwari,2,1572,44,28-02-2020
202116,Deepak Malhotra,3,2903,242,16-05-2020
202117,Rishi Kaushik,1,961,847,29-11-2022
202118,Ishani Rathee,4,2354,245,15-12-2022
202119,Anjali Kohli,4,1874,112,03-12-2021
202120,Kiran Iyer,5,2789,207,16-04-2020
202121,Kyra Kapoor,5,1837,482,25-03-2024
202122,Amit Verma,2,2228,1373,02-03-2020
202123,Dev Chaturvedi,2,2753,1127,31-08-2022
202124,Agastya Verma,1,793,380,29-07-2019
202125,Kiran Dhanda,4,553,620,17-09-2019
202126,Mishti Dixit,2,473,1296,23-02-2021
202127,Zara Grover,2,2237,298,19-03-2024
202128,Deepak Hooda,5,499,1347,10-03-2020
202129,Ananya Bhardwaj,4,2726,273,14-05-2024
202130,Samarth Bose,4,34,627,18-10-2020
